id,formattedAddress,addressLine1,addressLine2,city,state,stateFips,zipCode,county,countyFips,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,yearBuilt,status,price,listingType,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket,mlsName,mlsNumber,listingAgent,listingOffice,history,hoa,lotSize
"3054-Camden-Dr,-Troy,-MI-48084","3054 Camden Dr, Troy, MI 48084",3054 Camden Dr,,Troy,MI,26,48084,Oakland,125,42.546797,-83.189108,Townhouse,2,2.5,1400,,Active,2300,Standard,2024-08-14T00:00:00.000Z,,2026-04-13T00:00:00.000Z,2026-04-15T02:36:46.136Z,610,,,,,"{'2024-08-14': {'event': 'Rental Listing', 'price': 2300, 'listingType': 'Standard', 'listedDate': '2024-08-14T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 610}}",,
"2690-Crooks-Rd,-Troy,-MI-48084","2690 Crooks Rd, Troy, MI 48084",2690 Crooks Rd,,Troy,MI,26,48084,Oakland,125,42.558846,-83.166443,Apartment,1,1.0,1101,,Active,1999,Standard,2025-10-16T00:00:00.000Z,,2025-10-17T00:00:00.000Z,2026-04-15T02:36:28.800Z,182,,,,,"{'2025-10-16': {'event': 'Rental Listing', 'price': 1999, 'listingType': 'Standard', 'listedDate': '2025-10-16T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 182}}",,
"1404-Raliegh-Pl,-Troy,-MI-48084","1404 Raliegh Pl, Troy, MI 48084",1404 Raliegh Pl,,Troy,MI,26,48084,Oakland,125,42.546422,-83.188518,Townhouse,2,2.0,1384,2002.0,Active,2350,Standard,2026-03-30T00:00:00.000Z,,2020-08-25T17:53:52.231Z,2026-04-15T02:03:17.952Z,17,Realcomp,20261020553,"{'name': 'Justen Alias Ask About Our Buyer Rebate', 'phone': '2487305411', 'email': 'aliasjus@gmail.com', 'website': 'https://www.coldwellbankerhomes.com/fl/miami-beach/agent/justen-alias/aid_187017/'}","{'name': 'Max Broock Realtors West Bloomfield', 'phone': '2488514100', 'email': 'customercare@realestateone.com', 'website': 'http://www.realestateone.com'}","{'2025-05-19': {'event': 'Rental Listing', 'price': 2400, 'listingType': 'Standard', 'listedDate': '2025-05-19T00:00:00.000Z', 'removedDate': '2025-06-21T00:00:00.000Z', 'daysOnMarket': 33}, '2025-09-16': {'event': 'Rental Listing', 'price': 2350, 'listingType': 'Standard', 'listedDate': '2025-09-16T00:00:00.000Z', 'removedDate': '2026-03-02T00:00:00.000Z', 'daysOnMarket': 167}, '2026-03-30': {'event': 'Rental Listing', 'price': 2350, 'listingType': 'Standard', 'listedDate': '2026-03-30T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 17}}",,
"2882-Summers-Pl,-Troy,-MI-48084","2882 Summers Pl, Troy, MI 48084",2882 Summers Pl,,Troy,MI,26,48084,Oakland,125,42.55999,-83.172726,Townhouse,3,2.5,1759,2024.0,Active,3500,Standard,2026-04-06T00:00:00.000Z,,2025-01-05T00:00:00.000Z,2026-04-14T01:32:22.783Z,9,Realcomp,20261021981,"{'name': 'Jie Reynolds', 'phone': '2489612091', 'email': 'reynoldsjie@gmail.com', 'website': 'http://blueskyrealtyexperts.com'}","{'name': 'Bluesky Realty Experts', 'phone': '2482050181'}","{'2025-01-05': {'event': 'Rental Listing', 'price': 3400, 'listingType': 'Standard', 'listedDate': '2025-01-05T00:00:00.000Z', 'removedDate': '2025-05-18T00:00:00.000Z', 'daysOnMarket': 133}, '2026-04-06': {'event': 'Rental Listing', 'price': 3500, 'listingType': 'Standard', 'listedDate': '2026-04-06T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 9}}",{'fee': 249},
"2886-Summers-Pl,-Troy,-MI-48084","2886 Summers Pl, Troy, MI 48084",2886 Summers Pl,,Troy,MI,26,48084,Oakland,125,42.55999,-83.172726,Townhouse,3,2.5,1666,2024.0,Active,3500,Standard,2026-03-27T00:00:00.000Z,,2024-12-12T00:00:00.000Z,2026-04-13T02:22:54.703Z,18,Realcomp,20261019593,"{'name': 'Jie Reynolds', 'phone': '2489612091', 'email': 'reynoldsjie@gmail.com', 'website': 'http://blueskyrealtyexperts.com'}","{'name': 'Bluesky Realty Experts', 'phone': '2482050181'}","{'2024-12-11': {'event': 'Rental Listing', 'price': 3500, 'listingType': 'Standard', 'listedDate': '2024-12-11T00:00:00.000Z', 'removedDate': '2025-04-07T00:00:00.000Z', 'daysOnMarket': 117}, '2026-03-27': {'event': 'Rental Listing', 'price': 3500, 'listingType': 'Standard', 'listedDate': '2026-03-27T00:00:00.000Z', 'removedDate': None, 'daysOnMarket': 18}}",{'fee': 249},
"3715-Ledge-Dr,-Troy,-MI-48084","3715 Ledge Dr, Troy, MI 48084",3715 Ledge Dr,,Troy,MI,26,48084,Oakland,125,42.571431,-83.189183,Single Family,4,2.5,2028,1969.0,Inactive,3500,Standard,2026-04-02T00:00:00.000Z,2026-04-10T00:00:00.000Z,2025-11-02T00:00:00.000Z,2026-04-09T01:47:26.365Z,8,Realcomp,20261021211,"{'name': 'Julia Walker', 'phone': '2482276264', 'email': 'juliawalkerrealtor@gmail.com', 'website': 'http://juliawalkerrealtor.com'}","{'name': ""@properties REMI Christie's Int'l RE Birmingham"", 'phone': '2488508632', 'email': 'birmingham@atpropertiesremi.com', 'website': 'https://www.atproperties.com/remi/neighborhoods/mi/birmingham'}","{'2025-11-01': {'event': 'Rental Listing', 'price': 3275, 'listingType': 'Standard', 'listedDate': '2025-11-01T00:00:00.000Z', 'removedDate': '2026-02-06T00:00:00.000Z', 'daysOnMarket': 97}, '2026-02-12': {'event': 'Rental Listing', 'price': 3200, 'listingType': 'Standard', 'listedDate': '2026-02-12T00:00:00.000Z', 'removedDate': '2026-02-22T00:00:00.000Z', 'daysOnMarket': 10}, '2026-04-02': {'event': 'Rental Listing', 'price': 3500, 'listingType': 'Standard', 'listedDate': '2026-04-02T00:00:00.000Z', 'removedDate': '2026-04-10T00:00:00.000Z', 'daysOnMarket': 8}}",,15682.0
"116-Regents-Dr,-Troy,-MI-48084","116 Regents Dr, Troy, MI 48084",116 Regents Dr,,Troy,MI,26,48084,Oakland,125,42.553046,-83.149563,Townhouse,3,2.5,1500,1984.0,Inactive,2200,Standard,2026-02-02T00:00:00.000Z,2026-04-07T00:00:00.000Z,2020-06-15T15:52:24.981Z,2026-04-06T02:06:27.162Z,64,,,,,"{'2025-05-12': {'event': 'Rental Listing', 'price': 2300, 'listingType': 'Standard', 'listedDate': '2025-05-12T00:00:00.000Z', 'removedDate': '2025-08-02T00:00:00.000Z', 'daysOnMarket': 82}, '2025-08-05': {'event': 'Rental Listing', 'price': 2200, 'listingType': 'Standard', 'listedDate': '2025-08-05T00:00:00.000Z', 'removedDate': '2025-08-24T00:00:00.000Z', 'daysOnMarket': 19}, '2026-02-02': {'event': 'Rental Listing', 'price': 2200, 'listingType': 'Standard', 'listedDate': '2026-02-02T00:00:00.000Z', 'removedDate': '2026-04-07T00:00:00.000Z', 'daysOnMarket': 64}}",,
"40-Regents-Dr,-Troy,-MI-48084","40 Regents Dr, Troy, MI 48084",40 Regents Dr,,Troy,MI,26,48084,Oakland,125,42.553048,-83.148008,Single Family,2,2.0,1458,1954.0,Inactive,1800,Standard,2026-01-26T00:00:00.000Z,2026-04-07T00:00:00.000Z,2023-09-15T00:00:00.000Z,2026-04-06T02:06:27.161Z,71,Realcomp,20261005286,"{'name': 'Mountain Jr, William', 'phone': '2483300181', 'email': 'billm@northbloomfield.com', 'website': 'http://billmountainjr.com'}","{'name': 'North Bloomfield Properties', 'phone': '2483668484', 'email': 'leads@northbloomfield.com', 'website': 'www.northbloomfield.com'}","{'2026-01-26': {'event': 'Rental Listing', 'price': 1800, 'listingType': 'Standard', 'listedDate': '2026-01-26T00:00:00.000Z', 'removedDate': '2026-04-07T00:00:00.000Z', 'daysOnMarket': 71}}",,13939.0
"1980-Axtell-Dr,-Apt-5,-Troy,-MI-48084","1980 Axtell Dr, Apt 5, Troy, MI 48084",1980 Axtell Dr,Apt 5,Troy,MI,26,48084,Oakland,125,42.550475,-83.182285,Condo,1,1.0,900,1967.0,Inactive,1350,Standard,2026-01-14T00:00:00.000Z,2026-04-04T00:00:00.000Z,2021-05-26T00:37:06.716Z,2026-04-03T02:34:56.357Z,80,Realcomp,20261002818,"{'name': 'Andrew Konopada', 'phone': '2486465000', 'email': 'andy@andykhomes.com', 'website': 'http://www.andykhomes.com/'}","{'name': 'RE/MAX Classic', 'phone': '2486465000', 'email': 'info@classicrealtors.com', 'website': 'http://www.detroitmetrorealestate.com'}","{'2026-01-14': {'event': 'Rental Listing', 'price': 1350, 'listingType': 'Standard', 'listedDate': '2026-01-14T00:00:00.000Z', 'removedDate': '2026-04-04T00:00:00.000Z', 'daysOnMarket': 80}}",{'fee': 285},
"3292-Newbury-Pl,-Troy,-MI-48084","3292 Newbury Pl, Troy, MI 48084",3292 Newbury Pl,,Troy,MI,26,48084,Oakland,125,42.546422,-83.188518,Condo,2,2.5,1969,2001.0,Inactive,2400,Standard,2025-12-11T00:00:00.000Z,2026-04-03T00:00:00.000Z,2020-07-01T15:29:36.740Z,2026-04-02T02:31:25.710Z,113,Realcomp,20251058170,"{'name': 'Rong Li', 'phone': '2484203839', 'email': 'ronglobe@gmail.com'}","{'name': 'Bluesky Realty Experts', 'phone': '2482050181'}","{'2025-12-11': {'event': 'Rental Listing', 'price': 2400, 'listingType': 'Standard', 'listedDate': '2025-12-11T00:00:00.000Z', 'removedDate': '2026-04-03T00:00:00.000Z', 'daysOnMarket': 113}}",,
"1395-Ashford-Ct,-Unit-61,-Troy,-MI-48084","1395 Ashford Ct, Unit 61, Troy, MI 48084",1395 Ashford Ct,Unit 61,Troy,MI,26,48084,Oakland,125,42.546155,-83.188595,Townhouse,2,2.5,1398,2002.0,Inactive,1950,Standard,2026-02-18T00:00:00.000Z,2026-04-03T00:00:00.000Z,2019-08-10T02:51:38.240Z,2026-04-02T02:28:12.997Z,44,Realcomp,20261008960,"{'name': 'Lena Oskanian', 'phone': '2486446300', 'email': 'loskanian@cbweirmanuel.com', 'website': 'http://www.weirmanuel.com/agentprofile.php'}","{'name': 'Coldwell Banker Professionals - Birmingham ', 'phone': '2486446300', 'email': 'birmingham@cbpmichigan.com', 'website': 'http://www.coldwellbankerprofessionals.com/'}","{'2026-02-18': {'event': 'Rental Listing', 'price': 1950, 'listingType': 'Standard', 'listedDate': '2026-02-18T00:00:00.000Z', 'removedDate': '2026-04-03T00:00:00.000Z', 'daysOnMarket': 44}}",{'fee': 350},
"3730-Eastbourne-Dr,-Troy,-MI-48084","3730 Eastbourne Dr, Troy, MI 48084",3730 Eastbourne Dr,,Troy,MI,26,48084,Oakland,125,42.571987,-83.19529,Single Family,4,3.5,2500,1963.0,Inactive,2995,Standard,2025-10-28T00:00:00.000Z,2026-04-01T00:00:00.000Z,2022-01-20T01:15:10.859Z,2026-03-31T02:37:08.272Z,155,Realcomp,20251049327,"{'name': 'Mark Zawaideh', 'phone': '2482846990', 'email': 'info@jmzmanagement.com'}","{'name': 'Jmz Management', 'phone': '2482846990', 'email': 'markz@soldbymarkz.com', 'website': 'www.jmzmanagement.com'}","{'2025-08-23': {'event': 'Rental Listing', 'price': 3700, 'listingType': 'Standard', 'listedDate': '2025-08-23T00:00:00.000Z', 'removedDate': '2025-08-24T00:00:00.000Z', 'daysOnMarket': 1}, '2025-10-28': {'event': 'Rental Listing', 'price': 2995, 'listingType': 'Standard', 'listedDate': '2025-10-28T00:00:00.000Z', 'removedDate': '2026-04-01T00:00:00.000Z', 'daysOnMarket': 155}}",,14810.0
"919-Kirts-Blvd,-Troy,-MI-48084","919 Kirts Blvd, Troy, MI 48084",919 Kirts Blvd,,Troy,MI,26,48084,Oakland,125,42.555649,-83.160126,Townhouse,3,2.5,1400,,Inactive,2200,Standard,2026-03-03T00:00:00.000Z,2026-03-26T00:00:00.000Z,2026-03-04T00:00:00.000Z,2026-03-25T01:56:30.400Z,23,,,,,"{'2026-03-03': {'event': 'Rental Listing', 'price': 2200, 'listingType': 'Standard', 'listedDate': '2026-03-03T00:00:00.000Z', 'removedDate': '2026-03-26T00:00:00.000Z', 'daysOnMarket': 23}}",,
"1880-Pelican-Ct,-Troy,-MI-48084","1880 Pelican Ct, Troy, MI 48084",1880 Pelican Ct,,Troy,MI,26,48084,Oakland,125,42.574099,-83.184823,Single Family,5,3.5,3156,1973.0,Inactive,3100,Standard,2026-01-16T00:00:00.000Z,2026-03-24T00:00:00.000Z,2025-08-28T00:00:00.000Z,2026-03-23T02:37:01.476Z,67,Realcomp,20261003471,"{'name': 'Caroline Chen', 'phone': '2488168500', 'email': 'you_trust@hotmail.com', 'website': 'http://www.carolinechen.com/'}","{'name': 'Crown Properties International', 'phone': '2488168500', 'email': 'carolinechen@remax.net', 'website': 'https://crownpropint.com/'}","{'2025-08-27': {'event': 'Rental Listing', 'price': 3400, 'listingType': 'Standard', 'listedDate': '2025-08-27T00:00:00.000Z', 'removedDate': '2025-09-07T00:00:00.000Z', 'daysOnMarket': 11}, '2025-09-26': {'event': 'Rental Listing', 'price': 3000, 'listingType': 'Standard', 'listedDate': '2025-09-26T00:00:00.000Z', 'removedDate': '2025-11-07T00:00:00.000Z', 'daysOnMarket': 42}, '2026-01-16': {'event': 'Rental Listing', 'price': 3100, 'listingType': 'Standard', 'listedDate': '2026-01-16T00:00:00.000Z', 'removedDate': '2026-03-24T00:00:00.000Z', 'daysOnMarket': 67}}",,14375.0
"3266-Camden-Dr,-Troy,-MI-48084","3266 Camden Dr, Troy, MI 48084",3266 Camden Dr,,Troy,MI,26,48084,Oakland,125,42.546797,-83.189108,Townhouse,2,2.5,1872,2004.0,Inactive,2600,Standard,2026-03-06T00:00:00.000Z,2026-03-24T00:00:00.000Z,2026-03-07T00:00:00.000Z,2026-03-23T01:56:10.888Z,18,Realcomp,20261012384,"{'name': 'Octavia Autrey', 'phone': '2486443500', 'email': 'olaautrey@icloud.com', 'website': 'https://www.theagencyre.com/agent/octavia-autrey'}","{'name': 'THE AGENCY', 'phone': '2486443500', 'email': 'birmingham@theagencyre.com', 'website': 'https://www.theagencyre.com/region/michigan'}","{'2026-03-06': {'event': 'Rental Listing', 'price': 2600, 'listingType': 'Standard', 'listedDate': '2026-03-06T00:00:00.000Z', 'removedDate': '2026-03-24T00:00:00.000Z', 'daysOnMarket': 18}}",,
"2878-Summers-Pl,-Troy,-MI-48084","2878 Summers Pl, Troy, MI 48084",2878 Summers Pl,,Troy,MI,26,48084,Oakland,125,42.55999,-83.172726,Townhouse,3,2.5,1715,2023.0,Inactive,2900,Standard,2025-09-09T00:00:00.000Z,2026-03-10T00:00:00.000Z,2025-09-10T00:00:00.000Z,2026-03-09T02:27:41.219Z,182,Realcomp,20251034652,"{'name': 'Jinny Yun', 'phone': '2485241600', 'email': 'jinnyyun40@yahoo.com'}","{'name': 'CENTURY 21 Professionals - Troy', 'phone': '2486527700', 'email': 'rochester@c21professionals.com', 'website': 'http://c21professionals.com/'}","{'2025-09-09': {'event': 'Rental Listing', 'price': 2900, 'listingType': 'Standard', 'listedDate': '2025-09-09T00:00:00.000Z', 'removedDate': '2026-03-10T00:00:00.000Z', 'daysOnMarket': 182}}",,
"1223-Kirts-Blvd,-Unit-B,-Troy,-MI-48084","1223 Kirts Blvd, Unit B, Troy, MI 48084",1223 Kirts Blvd,Unit B,Troy,MI,26,48084,Oakland,125,42.55555,-83.163237,Townhouse,2,2.5,1200,1973.0,Inactive,2250,Standard,2026-01-31T00:00:00.000Z,2026-03-09T00:00:00.000Z,2026-02-01T00:00:00.000Z,2026-03-08T02:35:57.182Z,37,Realcomp,20261006313,"{'name': 'Hosam Amona', 'phone': '2486728626', 'email': 'hosam1amona@gmail.com'}","{'name': 'New Michigan Realty, Llc', 'phone': '8446396424', 'email': 'admin@newmichiganrealty.com', 'website': 'http://www.newmichiganrealty.com'}","{'2026-01-31': {'event': 'Rental Listing', 'price': 2250, 'listingType': 'Standard', 'listedDate': '2026-01-31T00:00:00.000Z', 'removedDate': '2026-03-09T00:00:00.000Z', 'daysOnMarket': 37}}",{'fee': 370},
